size_sqft,bedrooms,bathrooms,age_years,garage,location_score,school_rating,price
1335.9069755507849,3,1,33,0,3.922899529051168,9.803607051158398,465714.84394013975
2098.4306179345617,2,3,32,2,8.501885507358647,9.47399298190199,730743.8417575385
2369.2332899977055,1,2,31,1,5.544522936968738,6.601329268965146,670683.3512158261
2085.6841405949854,2,1,19,2,1.8237699287568927,9.813488927524135,551286.14788503
1942.1758588058797,2,3,2,0,3.6618791866632576,4.606503924213295,522351.8327734531
1849.4481522053557,3,2,3,0,9.760053395769324,5.702386995538761,654499.3078847679
1260.7390048162863,3,1,16,2,9.792795886822129,3.3116484889832445,526697.9592167302
1640.0778958026458,2,1,49,0,3.292044719924073,9.081842789346629,453237.5475936996
1769.6806145201062,3,1,16,2,2.505125159154225,2.6173820902236424,435833.6278873224
2528.561113109458,3,1,18,0,5.461193315955199,6.494387259906634,647094.8291710407
2171.8091447842307,3,3,3,1,5.333184263501619,8.195087068184513,691728.6168286643
1118.479922318633,4,1,28,1,4.6912391854211535,6.358588721440597,450488.17715189117
2162.0419846973973,2,1,16,1,5.7642150474455764,1.7089769608272989,539170.0316921894
1807.4588597918419,5,1,21,2,3.0897584066638073,6.503021908742299,532904.0339203565
1661.5389998470207,2,1,1,2,2.0343640738931845,7.903713899003427,494279.8364469161
2305.8381444204338,1,1,41,1,6.134153126287916,2.690453429676553,551947.1472743404
2515.4997612479756,3,2,11,1,9.393381971041375,7.632575703596327,767159.5242686978
2465.6400595580994,3,3,44,1,2.239743489582681,8.907199372663534,668193.6294092212
1580.3912383886807,5,2,10,0,7.3433325180831615,9.878126452497476,622139.1974556636
1845.3938120743928,1,3,39,1,4.941070186423465,4.690533374058525,506862.4005934972
2165.631715701782,4,1,28,0,3.6457893075592365,1.2264614431698944,510521.49423365225
2487.7725635611796,2,3,19,1,8.677982965531832,4.7717110037984245,714328.462625507
1760.412881077355,4,1,4,2,5.108425250834638,6.9420505614585615,600800.6600342167
1907.1705116680914,1,1,24,1,6.249808126611912,9.02228534109778,639749.896251517
1446.8325129969858,5,2,33,0,4.987506582459364,9.442952130909518,572081.3492681276
1401.8966879596646,1,2,11,1,1.7312462350259759,9.186182083288635,445661.6558268962
2406.262911197099,5,2,27,0,6.354142182101674,6.921637952671801,671762.2849739973
2678.1200142854113,4,3,33,1,4.769568775343091,7.142707383221536,710501.9801972862
1963.994939209833,4,3,5,0,1.7808094546086672,1.0214542644585318,484398.19989293616
2501.766448946012,1,2,18,0,6.362305609770774,4.27358119068076,662737.5085974747
2180.818012523817,1,2,11,1,1.0888383883530475,9.161706125047814,557625.3264694085
1677.4401226974378,3,1,24,1,2.8766834942913304,7.206558977928152,486549.9913241638
2180.697802754207,5,3,12,2,8.029625832146913,5.211286759672017,709853.4863086165
2769.0182832329847,3,1,16,2,1.3413468237286101,1.9382717339508666,560839.4404884495
1982.0869804450242,2,3,11,2,6.8201388824962486,3.216849993408573,631881.4787193753
2782.3218279070034,2,2,2,0,9.547362515865917,5.994302660357449,794129.1242487892
690.1274479551278,1,3,23,0,2.540732123557061,9.07751362241564,375557.52720243623
2410.9512521876118,4,3,7,2,4.754006741886171,1.8623111288108096,646887.1556471601
2043.5235341190855,2,1,47,2,6.179479276338984,2.3837989993793776,551696.858310788
1850.4963247670662,2,2,35,1,5.053742548604599,6.89504568732222,554371.067377152
2045.8803882677512,3,2,25,2,6.583399175635905,3.6473475834735973,619444.0827267622
1006.2155426995536,3,2,44,0,4.636877726502983,2.5273341236044886,384135.31320098985
1890.164056081244,2,1,7,1,2.336537161197284,2.6059236857846737,453137.4127753432
2178.5562857558734,1,1,31,2,1.8013992384201012,5.433519034869167,493041.4438654813
2738.947022370758,3,1,31,2,7.6999884055943,6.253698304379433,782388.6417285557
1740.8648908631762,2,3,0,2,3.147615545697143,9.139145200602039,614590.8655394756
1595.7531985534063,4,3,2,1,8.62705281490051,5.76835470047877,639679.1715258841
1749.1214782077318,3,1,0,1,7.687245194396564,7.2214622334499,640434.2917150096
2457.701058851037,2,1,14,1,1.445078659081255,2.626173574284702,495049.81212849735
2164.3755548298423,5,2,49,2,2.810900053573617,7.421142582193144,611379.8494273906
1735.1198981164807,3,3,19,1,3.627933909035844,6.83824230041625,513399.689547802
2256.633716556678,5,3,2,1,6.350340239434361,2.9456385629189614,682099.2835127707
2048.5387746740203,3,2,14,1,8.288443002836251,7.0243971854986835,667981.4166784991
2484.3224952664445,3,2,36,1,1.5429992964258084,2.9034283989207794,495982.2142016534
1648.9734530613239,5,2,20,0,3.246480566918298,6.342199976079513,477381.1335170311
1836.1689267011159,1,1,41,2,4.385887861417489,7.01964734144861,508914.75476462056
1803.9459234339213,2,1,38,1,2.6503943912934966,7.24015490092645,501424.37637035403
1268.2425259339407,1,1,22,0,5.907628877557142,9.183399334638047,471342.1092316298
2148.060138532288,1,1,39,0,5.302022314224793,9.530536194974832,582496.0582001152
2130.5276360899447,2,1,34,2,3.848460778460439,8.291781571612255,578040.6749265111
2002.5567283212304,4,3,17,2,5.651981982283211,8.908733018644924,697205.204463234
1882.7064333124265,1,3,16,1,4.202394079160025,1.1739599479769756,499713.8355166498
1292.3146289747929,1,3,30,2,4.088746607205617,4.264012978573028,433379.7264829677
1789.6773386173204,1,2,47,2,3.3885597282129325,1.3574999304184723,435252.68698295194
1828.6427417366153,4,3,25,2,5.863941408829494,3.0236082162302487,576681.5773887574
1598.8613653891905,3,2,21,2,4.9970385500709416,4.435518905020059,502963.0134697612
1919.3571441669953,5,3,44,1,2.766923057145014,8.808179591063542,602554.96884568
2202.0254284072694,5,1,35,0,1.1166963480837926,5.60578677573505,491040.99313162133
2943.0929506052653,4,3,34,2,2.3583658655162747,6.8397494599700845,717957.2297648689
2087.2889064159194,1,1,10,0,1.3855114134868531,4.265340352155329,446463.3817269398
2128.775195361382,5,1,26,0,4.884389502745889,6.426243160750661,605253.7275581651
1962.7770421169164,4,3,33,0,3.025871685211225,8.339828490342818,606402.7713875005
1040.6143923504792,2,3,17,2,4.784097992722521,3.7111724377939255,425705.6688722342
1986.7430622753916,5,1,26,2,3.9650488603300795,9.39031028165925,622915.5377779523
2030.1151049705131,2,2,3,1,5.842133296179101,2.9198214629668997,574677.8756036125
3231.621056242643,1,2,16,2,7.5148014590974075,9.273711758829588,877411.0538424763
1903.8195176094387,5,3,5,2,5.313825443204707,1.254677908122061,609349.6455005121
2150.7736711668063,4,1,41,2,1.5577125484521779,5.8847704997478845,535090.6725488224
1982.6441151473784,3,2,10,0,1.1575943327341718,9.866556124894498,558496.5692195623
1415.660981190234,5,3,4,1,2.9190804964978523,6.488008540814942,512877.826160254
2571.4114072575103,5,3,17,0,4.824707600987684,5.993754607325584,682089.6498820798
2375.966516343387,5,1,24,1,1.4041452576454057,7.142232220794653,565826.6029661191
2395.5159735215234,5,2,9,2,3.9496042435590013,3.603720230397712,580725.7611071203
1545.3062726026305,4,3,40,2,8.983231371056371,1.4852380517007724,535507.0972559375
2701.3971554680497,4,2,15,0,1.8101711966695242,3.259578242636565,567217.9186158151
1299.0744686038597,3,3,9,0,9.536648587926162,2.5862245043521535,542328.5761760818
2293.428546900135,4,3,9,0,8.710045979582077,9.31212313107615,773707.55356506
3095.227812904989,4,2,35,1,8.486030404121848,8.67035825796119,835349.7188211353
1504.7318374346557,1,2,20,0,8.772926597886618,3.85942495202704,486989.57392313355
1716.851135198614,1,1,13,2,1.7204523872768478,8.524623756637872,490819.29862732464
2049.8256825438207,2,1,7,1,2.3605128458082714,2.905774197833208,449223.0414939197
1748.2621729419004,3,1,0,1,2.2093518390497398,2.7962132831161997,465492.7989347252
1224.6682844669335,1,1,15,2,2.0011762967623836,7.907818860643019,423439.0029034995
2034.2814874030137,3,2,25,0,3.949400975790063,3.9423755131057923,523729.9071117891
1468.8481431369476,3,1,48,0,8.471951946554746,1.5831337548211861,489528.2119170614
2236.796215317591,5,2,41,2,3.2676592926810635,7.479879228410336,618267.3368222588
1540.2878828830985,3,3,5,2,3.19799511093034,9.906412420830986,587320.9141335014
2774.96720250877,5,2,38,2,7.082998816785519,6.093799433442235,771061.3372574602
1608.3733538318816,2,1,49,2,1.872325919230454,3.3730081778869563,370959.9970936663
1838.9692418971622,2,2,1,1,4.242519931257316,4.356151243121135,522812.2380215578
2406.758608684835,2,2,8,1,3.658836761597989,6.837846027389342,637587.1553483169
1384.5678417830222,5,2,4,0,8.625707777164791,7.312416509556236,588955.0784616364
2113.729967302065,5,2,39,1,5.630511498629139,8.976990006064474,699030.8520755328
2653.571377141214,2,2,4,1,6.818262077097469,9.179518350872476,779309.2862823902
1196.2583827193862,5,1,46,1,2.161309043856117,8.751506610249965,426918.7072234748
2092.3169292661523,4,2,7,2,9.360264345003191,6.8364183360238675,774309.6407777962
2129.9413971242116,4,1,4,1,3.902069387125942,5.048671328373555,560232.8159467888
2390.9114358886554,5,3,4,0,7.361549540588453,7.1137493593982875,784296.9610608205
1381.5246445609591,5,2,16,1,9.591635619239891,6.9990891162352495,642313.6218080902
1339.7716934578618,1,3,8,2,5.577839754544023,2.9618462917502946,492290.83325307013
2260.970782808449,1,1,33,1,5.5678173286047,5.567982664619004,580510.706470638
2148.492336616593,3,2,32,0,2.0552448120260673,2.873932875436664,485605.04629344674
2125.2464251729384,3,3,21,1,4.512480007808163,9.092114028868176,650552.4080036051
2173.2241047484877,3,1,20,0,8.67218444993382,3.9092311774059008,652992.6165346499
1659.9876392107547,2,3,42,2,2.215958563890535,8.248833901532038,513884.53947527765
2116.1268485805017,4,2,14,0,9.257537175045917,4.395043583722265,663325.7213310034
2146.5362366493405,2,2,0,0,7.0057847294799105,7.8736252740468675,669949.3423917928
1642.824290986816,5,2,6,2,4.788638515531346,2.9882120936931575,526723.3358968754
2932.8872555723783,1,1,22,0,5.918485766730916,7.873688957784014,722762.4691777009
2236.9164604558937,5,3,46,1,2.3544694696303083,2.615788310451719,557699.1402429411
1404.3482513986755,5,1,5,1,2.9573496382395787,5.417357862383489,485223.89874903986
2328.276804316915,1,3,19,0,3.5776758436000553,2.0226407031045817,553256.8866601663
1512.6591648863393,5,1,25,1,4.463615063569731,5.751082727290459,505115.7608831634
2393.542301871226,3,2,41,1,9.239697954936862,8.386429150823055,730091.6254105797
2579.297789503702,1,3,11,2,4.308121224686413,7.7999225726939505,713978.0825830951
1589.6588408241448,5,3,12,0,5.714517163475989,1.4564369380712021,465622.0717583268
2481.6880646221607,3,3,46,1,2.45823545276058,5.429598142062407,593342.9948843524
2206.390463468249,3,1,48,0,7.623758809468636,8.670027793674391,644241.7839596778
2411.030079997245,4,2,12,0,6.042527641600314,6.850931412858501,675486.6988157397
2948.396491326974,3,3,1,1,4.9591671218503475,1.5328118711746495,687168.3110882905
1877.3059419985648,2,1,31,2,9.524678190023742,3.930688210997321,599371.0411518541
1623.1319178212552,1,3,49,2,9.015857597276531,6.009281998575776,585457.857154699
1555.2427851872383,1,2,30,0,6.935601451100475,2.5538632769292797,486111.15900965687
1592.0948575172808,1,3,10,2,9.296311655408743,7.137226604815872,639321.1652067032
1961.4491452929478,5,2,36,1,6.083036154397653,6.713617684285759,616547.6894395065
2170.575987408322,5,1,3,1,8.442434365437402,2.8219985214585654,628852.8073171437
2138.3453996650096,2,1,33,2,4.685141477666677,5.953581683154127,546450.6023264708
2413.591624518012,3,2,15,2,1.7806977221315288,8.305467003071087,638976.0840406476
2006.5009459389535,5,2,30,0,9.947337305761986,4.373440297994633,678136.8601039846
2726.7670385786587,3,1,24,2,2.4906836874391525,3.222879175003377,588962.4796566946
1867.671583381022,3,2,38,0,3.263590353330904,7.310985161077433,545746.4813129202
3360.0845832948094,5,2,7,1,2.4679305048235554,1.6372388261026027,680772.0415640423
2312.8336738825033,5,3,7,2,4.037315661808706,8.49406426378481,717053.1027312631
1571.4212217918587,2,1,33,0,3.6035212035370487,9.49113070537701,485115.015802386
1464.5537509694439,4,1,14,0,6.409920236943114,9.683083046530111,565512.7097117318
2241.2362076215927,1,2,4,0,9.96814012977356,4.892848788841105,679642.6470896306
1888.2686073370746,5,2,18,0,1.4725814993701165,6.608825568707947,522208.99324100174
2357.000247046046,5,2,9,1,8.005988019639899,8.716281017234682,782191.9512987009
2236.6188122867725,3,1,8,2,2.151927319658379,3.010815910386409,533953.1910722866
1963.5855436715635,4,3,28,0,1.1785152216899408,1.2493240188220518,438038.3525881137
1576.6031409657976,5,1,39,2,6.747191381041254,4.4610960923671925,542996.086999664
1242.5763876570677,4,3,36,2,8.859837059824306,8.959339531159003,646708.1201794315
1776.7425239664894,1,2,18,1,2.5866865598355577,5.545647203909397,479041.5938213047
2428.199397161736,3,1,12,2,4.0745240617775265,5.771970536610573,633195.8643341905
2107.046872065102,2,3,45,1,2.5187518380076948,7.223266407122993,540546.4641104923
1377.130610644006,1,1,39,1,9.158568123726253,6.170655343368293,518461.61340630444
2086.590462925591,4,3,15,0,3.4332438917631034,1.4902897513421691,548974.7388512122
2192.658689864418,4,3,29,1,5.002416022654923,6.047741126322939,658836.4051960686
1558.0712818994334,1,1,4,0,9.052671486547705,6.831629657987999,584217.2173042719
2076.8625529727638,4,2,32,1,5.975822833864046,6.774362000400689,638466.3029509607
2029.1043592229998,2,1,18,1,9.395648206918352,7.555097431702276,699014.2252445327
1428.5148510846884,2,2,18,2,9.33805373182335,5.679282493874314,575297.1989322639
2178.8936801741415,4,3,16,0,5.154409179043489,9.10052917976946,659312.0082796428
2280.3922631841174,4,3,23,2,6.241443514600335,5.178345520820882,686349.0715770979
2541.5256215876384,2,1,27,1,3.072828463416432,5.663678257109638,611568.3386857165
2526.9010260174514,4,1,41,0,9.91482236921047,8.02275180654636,776658.4543878678
1311.1653160214546,5,2,36,1,3.504849943706154,8.499114781438697,488775.5415167342
1531.0874800424385,3,2,21,1,8.04976289182856,6.835253202982566,620649.3953158555
2257.51763360433,5,1,38,2,3.8167215413970337,2.137358913969892,545707.7547472077
2256.8929754561045,4,2,15,0,3.817380358808065,3.98756884746675,556743.2948416381
2257.523843153024,4,2,34,0,1.934766340308515,1.1813999712403458,449123.15365912125
3926.365745327361,3,1,26,0,6.0390622971692185,3.659048273408425,827677.9475245185
2285.4452553465835,4,1,11,1,3.2034910431538832,6.132198621352676,605365.8190874065
2567.7828200902995,3,3,45,0,2.3355528198185693,8.24707665412185,629825.7055604298
2477.0008817466014,2,3,27,1,3.0400002506506016,6.27084796242095,662284.1046881049
2325.6956256528993,3,1,0,1,3.259838413576269,1.3590519014983258,545516.5611668299
1842.3653776798271,3,3,38,1,5.536751105075374,3.3319581388596604,512606.22611062735
2379.4846102466336,5,2,17,0,4.47330732900006,6.202555133070746,607020.329949083
1613.587392731214,4,1,22,2,1.679412529197641,7.381429494424513,490048.0828939992
1881.5906966299956,2,3,21,1,5.82425724606275,8.79808465017485,652474.1009622603
1757.3182260854483,1,1,3,2,8.089727064298883,9.708806945279697,696299.723550587
2040.9370696931612,3,3,47,0,6.168116448045957,9.026079591632488,638845.8483636919
3157.329283336754,1,1,10,0,9.770862270265937,5.205951881990357,846545.8982308505
1066.367403704126,4,2,17,0,1.8923518733002425,7.72236559985281,389459.07923504955
2343.1300951872568,3,3,47,0,8.390371030822983,3.1647501979685626,637870.0269443548
1193.642064405174,1,1,6,0,5.551234029075998,1.5744771505663095,362400.19841764844
1764.0340671052832,5,2,20,2,5.694356597907053,1.4956211265937818,542768.5770978556
2544.475298483683,1,3,34,0,5.671899411845936,3.171751162112874,587664.002844128
2032.1400095477313,5,3,36,0,3.927869451168746,1.3378697663154324,520481.4294419587
1461.127611035347,2,1,49,0,3.9209951281622724,8.652451725414963,438539.23267114954
1642.348145370016,4,2,29,0,6.686600559782282,5.40928681715062,587379.166319435
2339.798874467338,1,1,16,0,1.4028857684480478,8.29810036622601,555013.931281916
1634.8166841414318,3,3,32,1,6.2990744077162315,9.459084491722619,621649.5751344279
2108.2292947909873,4,1,15,1,7.5213164638982395,9.945170978954625,678062.8357262851
2022.7859199519069,1,1,14,2,4.206936641278762,9.43447608530781,576177.7177962348
1674.1998261970914,3,2,12,0,2.9562124551366997,7.4490111745388345,504521.46124007524
3071.972044662663,3,2,38,2,2.9204822145061398,4.977816866568676,698883.0665434367
2316.9595111590056,3,3,2,2,1.736556880101094,6.381863551550723,630184.8272730047
987.4287066711964,3,2,23,0,1.8074738728576747,8.348467311186099,418198.5923476233
2093.227157384714,1,1,22,0,2.5001908137513342,9.077990545984008,522963.1316088054
1669.106767615806,2,3,44,1,1.172556145477784,9.60821621743493,507077.768778877
2426.216667398112,5,2,47,0,3.3961186677176585,7.575451291512908,617288.6934814134
1603.7396307836498,5,1,0,1,3.757616463231641,5.859581942094961,510444.9162839582
1942.6317792665504,5,1,31,2,9.956991280205179,9.715345388382312,725520.2200373766
2252.4936394902284,2,3,32,2,9.92518963890513,9.627624655910125,777462.8526589475
2432.8775970850606,3,3,47,1,2.683439621533763,5.297975538266901,597290.9533867924
1399.8517964721118,3,2,29,1,2.91728942287232,6.837925514451655,482348.54666281556
1832.7493820795257,4,2,1,0,5.427157335043892,8.28340433102926,637128.0615450668
1762.5273444195218,5,2,17,1,2.3390590036393917,4.897711960163277,518291.37586258264
1673.335383713144,5,2,29,1,5.536354673423725,8.464398640148257,634154.3715872621
2882.7271201405483,3,3,17,0,4.5945073432456685,2.003099252367127,676287.1655036339
2202.490855480478,5,1,4,2,3.9216060194488516,5.330365487674133,611484.5343963122
1369.5580228324775,3,1,4,1,8.403446537287977,5.343512490000806,564277.4162170048
2458.9309735273882,3,2,7,0,8.453059299937518,7.16191350551112,782482.4526950943
3061.0780985063166,3,3,8,0,9.89100520285354,2.047717091578213,787290.3619006268
2516.2326302755737,1,2,31,1,3.00779302673424,1.9288939010525332,524905.4244249421
1240.3150170229933,1,2,13,2,8.994497474293716,9.105353311649584,624520.0567010527
1757.8829635668744,1,3,12,0,5.840613367065378,3.733673180080255,523690.35122893244
2633.455574593311,1,1,17,1,6.323134881991168,3.9423014047723477,661901.3484038943
1646.1652671906097,2,1,3,2,9.066638928992736,7.991753920255784,671915.6226022427
2221.909714073114,4,2,49,1,9.483677167404881,4.734181325004121,647856.3107546724
2387.3170267146684,4,3,21,0,7.541301319305735,8.49631378689027,742199.8349808609
1536.5347642109587,3,1,19,0,4.130581887416115,4.613218580476158,482383.91676789545
1970.2373219690999,5,1,14,0,5.407011907016548,7.845397895869675,619828.2728935851
379.3663299654638,1,3,6,1,6.535484776486989,5.727789620647463,340159.639495399
1487.8061793328552,4,3,12,0,8.457760350874873,9.422453137044078,646463.5355122444
1873.7159243034198,4,1,33,1,6.921529348397999,3.9465007566280117,574574.7360598018
1376.1084090175752,1,2,40,2,4.289028550188608,4.26421535535228,447689.9246788082
2816.2056519658177,2,2,29,2,4.760924062242649,9.729878646196164,751614.4147049643
1284.9293110196836,2,1,4,2,1.453939318353473,7.637725881698003,443059.703411692
1779.9777566515081,4,2,0,2,9.318410743934223,7.953106047619,701280.266566643
2065.3702886430456,2,2,30,0,1.7930711199654392,3.6637907405237415,488687.5110743882
2720.6366445330577,1,3,19,0,6.219377116169903,5.788399575602217,733812.9437815865
1282.0689244102803,4,3,18,1,8.844866931149395,3.8218688688631124,566899.7083225662
2581.58187607748,1,3,28,2,4.787787245635064,3.338819981733801,623711.9911200756
2005.1165305097936,2,2,44,2,8.201129387602343,5.817170688644952,632729.8489630199
1509.2456744760245,1,3,37,1,8.234344716726657,9.889845618248954,634471.1878024135
2231.0517371316355,2,3,9,1,1.5386143472762224,2.9316038249291996,523958.1386467914
2099.529847786735,2,1,28,1,4.709293531576495,3.1826787317878535,537866.1090995716
1699.8915614206026,1,3,30,1,7.219229380183392,3.188160895102254,537596.9147945675
2034.9010424950095,2,1,10,2,4.801181581619947,8.12532035451961,642525.7493846987
1807.3432015691199,3,2,22,0,5.906505233614205,5.5943385500319796,575149.4160793847
2056.758672625624,1,3,29,2,6.350121141459761,4.462908910578474,584488.7094449195
2331.0653372605234,3,1,24,1,2.3610643905811823,8.594108509304721,632882.5962378975
2793.008408072676,1,1,15,0,4.707830855336768,3.677415745244823,637470.2183411855
1381.0922505865756,2,1,22,2,1.2561689951520927,4.529961088071532,376441.91503624513
3066.5166873281332,2,2,32,1,2.3466347487581,1.6625850336408563,580768.8997191434
1023.9561002387491,4,3,36,0,5.610286570388487,2.0701909168751516,400479.58877787273
1924.1074524822084,4,2,27,0,6.162273981449292,2.230579600490431,575018.0693968649
2294.1586032422883,3,1,26,1,2.316109659324961,4.122777145980716,474700.11586095224
2140.495933867516,2,2,5,0,7.8005734319117845,5.7167673443892415,604043.1062151173
1688.6502400897032,4,2,37,2,4.356890990838934,1.00669883400173,469882.6253958185
1895.9388748213623,2,1,36,2,9.285849359449047,2.709390803498489,580472.1266526186
1753.4995326705837,1,3,5,2,4.488964509748659,2.5808501817192795,520964.6471379772
1705.3176215278943,4,3,24,0,2.348298787893441,3.280121639096651,452437.72500465455
2424.8010485105124,3,2,12,0,7.821734128126819,2.494728334479064,612740.2181503056
2178.5077429825237,4,3,32,1,6.11020720395396,2.7561536304752026,584682.9099518722
1653.545202369673,2,1,32,1,4.480193514197402,9.85492324867598,577659.6054040451
2449.799937716625,5,3,24,0,4.203614470890354,6.3525723323915155,658799.080390617
2153.649760438305,5,2,13,2,2.3569207620154393,7.86423848367877,612290.8831656441
2406.43105941948,2,1,39,0,4.067511647194103,8.374090393726195,561338.2478933985
2314.8144209618063,1,1,40,2,1.2640972688050154,7.009125376833506,492551.3894799664
1585.502494538964,4,1,41,1,5.52161722668194,7.336722430245187,552511.8984464337
1719.9094799015152,5,2,37,0,9.070513676323623,6.690551000817559,627566.3994245556
2373.646802561631,1,2,8,0,8.157977165937943,6.844361302416681,723696.0209523641
2305.1851327167324,2,3,17,0,1.2566907748379288,9.35604666313835,594178.2979200828
1989.549203017926,1,2,14,2,8.931342936414092,2.6716462648792993,579778.2923943668
2058.663691654391,2,1,3,1,5.07092345994298,3.4725703224364226,547088.1061658611
2638.8324478942122,4,2,33,2,2.7180231887394495,1.8393269393686367,569316.1726667944
1704.214305582085,1,2,37,1,7.771707596938486,8.535920166678448,583443.2967539404
2273.548690585019,4,3,16,2,3.905861951593417,5.0387979126506375,613591.3236436961
1898.903673783053,1,1,6,1,3.2798658082316754,9.163941044927718,562193.2208533811
1891.15939838639,2,3,31,2,2.4518656610339287,4.7050814192173505,493456.07169765985
2549.388425993595,2,3,22,0,5.379597162102005,4.983527422733592,639107.7519388385
2412.708174494015,1,3,19,2,1.8405459959450075,5.035208511588248,612339.561232492
2406.754818000319,2,1,46,0,8.07051816202408,6.512437829629052,668269.2538816032
2652.7394035771645,3,3,1,0,5.236071189997699,7.89511705269276,748228.745209224
2010.5019208163794,3,1,20,0,5.022787751370282,4.161630485054968,538124.5923849904
2340.976485647482,4,3,11,2,1.0166856083336888,6.671489080800878,624864.8145557197
1844.866621703272,3,3,41,0,8.360774742777052,2.8357069308124125,581117.5607404871
2162.0831762442212,3,1,48,2,5.435533531344284,5.986423940513048,565133.9230692791
1934.9284728161576,5,2,26,1,4.959050678212131,5.9192640985931195,559563.8434630136
2048.497982496359,5,3,49,2,7.8524639675595145,8.998442790834583,665818.9269070829
2297.5785127184568,5,2,47,2,1.566086941906848,9.062607014647545,646736.243196511
1590.8896583832638,5,3,9,2,4.300124104856834,5.3849004246961805,548503.2384540277
3046.19363784273,2,2,7,1,6.181605617983808,1.2213951920054562,711723.2766795341
1496.991309250149,4,2,20,1,5.145198064652689,8.601597555563522,568517.8463904747
1392.9056936061338,4,2,21,1,2.6347500089017695,1.0056022350865477,401966.0625118193
2579.055436750034,3,2,12,0,3.693488569122806,5.304282719567893,637001.5704261657
2395.831346981468,4,2,47,2,3.701805018828697,1.1781114187011115,513523.092315726
2312.0599085260774,3,1,39,2,9.927737224887043,4.1733216492042065,659221.219114723
2314.17275463214,4,2,11,0,3.935774069259839,6.730882174599166,628789.4627789328
1993.8766135765427,1,1,16,0,2.846638562880691,4.340808127486726,448420.9836301435
1551.3728142570842,1,3,47,2,8.403734377937319,9.342022227191707,597824.3955533499
2037.9022790968631,4,1,8,0,4.790541295032478,6.76687270100328,576022.8097429579
1661.4191442439442,2,2,48,0,4.9947732503834565,6.817994852992663,496804.5241001529
2487.5598667088757,3,1,39,1,5.940001571461636,4.369933413724327,611562.3686880324
1926.4713092489308,4,2,11,0,6.361202775362604,1.3468917186663365,547787.7627316788
1587.2514016037442,3,1,8,0,6.315000403693055,7.643617511427603,583131.3278729615
1839.3070791735033,5,3,29,2,1.3104975016993954,7.44620257490019,540946.7468176528
